order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_request_days,order_month,order_year,order_quarter,profit_category,return_probability
O111919,C16649,P228170,Home,13.65,0.1,1,Debit Card,21-01-2025,26-01-2025,East,No,,,12.28,5.08,-1.64,56,Male,5,,January,2025,1,Loss,0.225
O111930,C11759,P215656,Fashion,52.3,0,1,Debit Card,02-08-2025,07-08-2025,South,No,,,52.3,6.46,11.84,69,Female,5,,August,2025,3,Profit,0.255
O111934,C12815,P204127,Fashion,109.9,0.05,1,Credit Card,26-03-2024,30-03-2024,North,No,,,104.4,7.29,29.25,35,Female,4,,March,2024,1,Profit,0.205
O111952,C12555,P231313,Fashion,55.23,0,2,Debit Card,28-08-2024,01-09-2024,South,No,,,110.46,7.87,30.79,29,Female,4,,August,2024,3,Profit,0.225
O111958,C15993,P239648,Fashion,11.43,0,1,Debit Card,20-12-2023,26-12-2023,South,No,,,11.43,4.34,-0.34,61,Female,6,,December,2023,4,Loss,0.265
O111981,C12724,P245040,Fashion,22.84,0,2,Debit Card,26-11-2024,02-12-2024,South,No,,,45.68,4.67,11.32,40,Female,6,,November,2024,4,Profit,0.225
O111996,C13862,P202696,Electronics,204.55,0.1,2,Credit Card,21-06-2025,26-06-2025,North,No,,,368.19,10.26,33.92,64,Female,5,,June,2025,2,Profit,0.2
O112017,C13554,P245923,Fashion,23.2,0.1,1,Debit Card,13-03-2025,19-03-2025,West,No,,,20.88,3.63,3.68,19,Female,6,,March,2025,1,Profit,0.19
O112020,C12923,P214171,Beauty,4.48,0,1,Debit Card,27-12-2023,01-01-2024,East,No,,,4.48,2.73,-0.71,56,Male,5,,December,2023,4,Loss,0.205
O112034,C15330,P218650,Fashion,14.08,0.1,1,Credit Card,30-04-2024,06-05-2024,East,No,,,12.67,3.6,0.83,58,Female,6,,April,2024,2,Profit,0.21
O112035,C14655,P216944,Fashion,5.36,0.2,1,PayPal,15-05-2024,24-05-2024,South,No,,,4.29,2,-0.5,29,Female,9,,May,2024,2,Loss,0.21
O112048,C10845,P207664,Toys,46.34,0,1,Credit Card,17-08-2024,23-08-2024,North,No,,,46.34,4.07,14.47,42,Female,6,,August,2024,3,Profit,0.195
O112063,C17262,P222447,Grocery,16.58,0,3,Credit Card,26-02-2025,04-03-2025,South,No,,,49.74,4.95,-0.97,54,Male,6,,February,2025,1,Loss,0.19
O112117,C16854,P209797,Fashion,69.2,0.15,1,Debit Card,03-10-2024,10-10-2024,East,No,,,58.82,6.64,13.95,33,Female,7,,October,2024,4,Profit,0.19
O112127,C15161,P224416,Home,10.88,0,1,Debit Card,29-09-2024,04-10-2024,East,No,,,10.88,4.22,-1.17,35,Male,5,,September,2024,3,Loss,0.22
O112156,C13078,P226235,Fashion,77.8,0.05,5,Credit Card,09-02-2024,13-02-2024,North,Yes,11-03-2024,Not as described,369.55,8.94,120.4,61,Male,4,27,February,2024,1,Profit,0.225
O112177,C14763,P233550,Fashion,18.51,0,1,Debit Card,14-08-2025,19-08-2025,North,No,,,18.51,5.09,1.39,18,Female,5,,August,2025,3,Profit,0.275
O112181,C13806,P211909,Fashion,6.88,0,1,Debit Card,18-07-2024,26-07-2024,East,No,,,6.88,2.94,-0.53,50,Female,8,,July,2024,3,Loss,0.205
O112219,C17706,P249866,Fashion,101.74,0.2,1,Debit Card,05-10-2024,10-10-2024,Central,No,,,81.39,5.76,22.73,53,Female,5,,October,2024,4,Profit,0.235
O112249,C16906,P243211,Fashion,15.27,0.05,1,Credit Card,10-06-2024,15-06-2024,West,No,,,14.51,3.29,1.79,43,Female,5,,June,2024,2,Profit,0.195
O112263,C10235,P226065,Beauty,16.74,0.05,1,Credit Card,07-12-2023,10-12-2023,North,No,,,15.9,4.98,2.17,68,Other,3,,December,2023,4,Profit,0.205
O112292,C17777,P212567,Fashion,15.62,0,1,Debit Card,09-01-2024,13-01-2024,South,No,,,15.62,4.15,1.32,55,Female,4,,January,2024,1,Profit,0.335
O112308,C12989,P235553,Fashion,26.91,0,1,Debit Card,25-10-2024,29-10-2024,North,No,,,26.91,4.09,5.33,31,Female,4,,October,2024,4,Profit,0.215
O112338,C17119,P219636,Fashion,60.22,0,4,Debit Card,01-09-2025,05-09-2025,Central,No,,,240.88,10.39,73.92,24,Female,4,,September,2025,3,Profit,0.265
O112364,C10368,P211828,Fashion,18.55,0.05,1,Debit Card,08-03-2025,13-03-2025,South,No,,,17.62,3,3.17,30,Female,5,,March,2025,1,Profit,0.275
O112383,C13431,P210806,Fashion,53.16,0.05,1,Debit Card,15-11-2023,18-11-2023,North,No,,,50.5,4.28,13.39,40,Female,3,,November,2023,4,Profit,0.22
O112402,C13718,P202120,Grocery,49.06,0.05,1,Debit Card,25-04-2025,29-04-2025,Central,No,,,46.61,4.89,-1.16,26,Male,4,,April,2025,2,Loss,0.205
O112427,C11004,P248850,Fashion,84.19,0,1,Debit Card,26-06-2025,02-07-2025,North,No,,,84.19,7.15,22.32,69,Female,6,,June,2025,2,Profit,0.22
O112447,C10462,P242310,Fashion,13.07,0.3,4,UPI,31-12-2024,03-01-2025,North,No,,,36.6,5.84,6.97,51,Male,3,,December,2024,4,Profit,0.205
O112452,C16500,P243532,Fashion,30.67,0.3,1,Credit Card,01-01-2024,08-01-2024,East,No,,,21.47,5.97,1.54,41,Female,7,,January,2024,1,Profit,0.235
O112455,C14039,P200639,Electronics,427.73,0,1,Credit Card,16-12-2023,19-12-2023,North,No,,,427.73,9.35,41.98,49,Other,3,,December,2023,4,Profit,0.285
O112467,C16383,P208719,Electronics,55.56,0.2,1,Credit Card,21-10-2024,25-10-2024,West,No,,,44.45,4.44,0.89,49,Female,4,,October,2024,4,Profit,0.19
O112480,C16982,P208729,Electronics,402.04,0,1,Credit Card,22-07-2024,25-07-2024,North,No,,,402.04,8.54,39.7,39,Female,3,,July,2024,3,Profit,0.285
O112484,C14157,P208384,Toys,10.21,0,1,Credit Card,13-10-2023,17-10-2023,North,No,,,10.21,2.46,1.62,33,Other,4,,October,2023,4,Profit,0.19
O112488,C13190,P220653,Fashion,24.52,0,1,Debit Card,01-02-2024,06-02-2024,South,No,,,24.52,4.7,3.88,24,Female,5,,February,2024,1,Profit,0.25
O112489,C17153,P213507,Sports,76.01,0,1,Credit Card,11-06-2024,16-06-2024,North,No,,,76.01,4.81,17.99,34,Female,5,,June,2024,2,Profit,0.195
O112507,C11531,P217061,Fashion,17.65,0.05,1,Debit Card,24-06-2024,29-06-2024,East,No,,,16.77,4.23,1.64,41,Female,5,,June,2024,2,Profit,0.295
O112568,C11109,P209946,Fashion,11.78,0,1,Debit Card,16-01-2024,21-01-2024,South,Yes,19-02-2024,No longer needed,11.78,4.05,0.07,40,Female,5,29,January,2024,1,Profit,0.265
O112570,C12026,P214387,Grocery,23.71,0,3,Credit Card,02-06-2025,06-06-2025,South,No,,,71.13,6.99,-1.3,44,Male,4,,June,2025,2,Loss,0.19
O112621,C11666,P247791,Electronics,229.09,0,1,Credit Card,28-04-2025,02-05-2025,North,No,,,229.09,6.86,20.63,29,Female,4,,April,2025,2,Profit,0.285
O112627,C14223,P244782,Electronics,165.88,0,1,Credit Card,03-08-2024,07-08-2024,North,No,,,165.88,8.33,11.58,41,Female,4,,August,2024,3,Profit,0.285
O112639,C16362,P211701,Electronics,191.09,0.05,2,Credit Card,12-12-2024,16-12-2024,North,No,,,363.07,9.17,34.4,47,Female,4,,December,2024,4,Profit,0.2
O112717,C13291,P204943,Fashion,24.47,0,1,Debit Card,17-07-2024,22-07-2024,South,No,,,24.47,3.72,4.84,33,Female,5,,July,2024,3,Profit,0.25
O112726,C11103,P213942,Fashion,157.29,0,1,Debit Card,09-12-2024,13-12-2024,South,No,,,157.29,8.41,46.64,69,Female,4,,December,2024,4,Profit,0.255
O112735,C17869,P216201,Fashion,58.27,0,1,Debit Card,25-10-2023,29-10-2023,Central,No,,,58.27,5.01,15.38,54,Female,4,,October,2023,4,Profit,0.23
O112738,C16017,P213258,Fashion,93.48,0.1,1,Debit Card,06-01-2025,11-01-2025,South,No,,,84.13,6.95,22.5,61,Female,5,,January,2025,1,Profit,0.245
O112789,C11627,P217311,Beauty,12.58,0.1,1,Credit Card,04-06-2024,07-06-2024,North,No,,,11.32,4.75,0.34,34,Female,3,,June,2024,2,Profit,0.21
O112791,C12502,P216944,Fashion,8.55,0,2,Debit Card,07-09-2024,12-09-2024,South,No,,,17.1,3.89,2.1,29,Male,5,,September,2024,3,Profit,0.195
O112795,C10192,P246893,Fashion,12.52,0,1,Debit Card,03-11-2023,10-11-2023,North,No,,,12.52,3.11,1.27,32,Female,7,,November,2023,4,Profit,0.275
O112834,C10716,P209092,Fashion,67.71,0.05,1,Debit Card,11-08-2024,16-08-2024,North,No,,,64.32,5.85,16.66,31,Female,5,,August,2024,3,Profit,0.22
O112915,C12602,P219684,Fashion,27.56,0.2,1,Debit Card,22-03-2024,26-03-2024,Central,No,,,22.05,4.54,3.18,54,Female,4,,March,2024,1,Profit,0.255
O112938,C12917,P223756,Fashion,7.18,0,2,Credit Card,08-06-2025,12-06-2025,West,No,,,14.36,3.97,1.06,24,Other,4,,June,2025,2,Profit,0.2
O112950,C14005,P215312,Grocery,17.85,0.05,1,Debit Card,06-04-2025,10-04-2025,South,No,,,16.96,4.69,-3.33,39,Male,4,,April,2025,2,Loss,0.19
O112955,C10550,P201717,Fashion,37.4,0,4,Debit Card,21-07-2025,26-07-2025,South,Yes,11-08-2025,Missing/Wrong item,149.6,7.61,44.75,62,Female,5,16,July,2025,3,Profit,0.24
O112965,C14409,P209098,Grocery,22.2,0,1,Debit Card,20-09-2024,23-09-2024,Central,No,,,22.2,3.97,-2.19,23,Male,3,,September,2024,3,Loss,0.2
O112982,C14293,P227640,Fashion,8.4,0.05,1,COD,21-06-2025,24-06-2025,Central,No,,,7.98,1.59,1.2,51,Female,3,,June,2025,2,Profit,0.24
O112985,C12878,P216214,Home,22.24,0,1,Debit Card,05-09-2024,09-09-2024,North,No,,,22.24,7.1,-0.87,33,Male,4,,September,2024,3,Loss,0.22
O113004,C10513,P221919,Fashion,55.37,0,1,Debit Card,15-05-2024,21-05-2024,South,No,,,55.37,6.22,13.16,41,Female,6,,May,2024,2,Profit,0.255
O113028,C17491,P203595,Fashion,21.7,0.1,1,PayPal,23-03-2024,26-03-2024,North,No,,,19.53,5.73,1.11,23,Male,3,,March,2024,1,Profit,0.19
O113082,C13933,P232702,Fashion,14.09,0.05,1,Credit Card,24-12-2024,27-12-2024,North,No,,,13.39,4.85,-0.16,35,Male,3,,December,2024,4,Loss,0.225
O113103,C17701,P215571,Fashion,29.59,0.05,1,Debit Card,06-02-2024,12-02-2024,East,No,,,28.11,3.93,5.91,34,Female,6,,February,2024,1,Profit,0.19
O113106,C13632,P215866,Toys,13.89,0,1,Credit Card,06-10-2024,10-10-2024,Central,No,,,13.89,4.4,1.16,42,Female,4,,October,2024,4,Profit,0.195
O113129,C17215,P227541,Fashion,82.13,0.05,1,Debit Card,06-05-2025,11-05-2025,South,No,,,78.02,6.85,20.46,65,Female,5,,May,2025,2,Profit,0.245
O113140,C17378,P207386,Sports,46.79,0,1,Credit Card,11-06-2025,15-06-2025,North,No,,,46.79,4.39,9.65,32,Female,4,,June,2025,2,Profit,0.195
O113143,C13196,P237624,Home,23.27,0.1,1,Credit Card,02-09-2024,07-09-2024,West,No,,,20.94,5.67,0.19,38,Male,5,,September,2024,3,Profit,0.2
O113150,C10956,P245192,Beauty,41.3,0,1,Credit Card,20-03-2025,25-03-2025,North,No,,,41.3,6.63,11.96,58,Female,5,,March,2025,1,Profit,0.195
O113156,C17699,P240882,Fashion,17.52,0,2,Debit Card,10-08-2024,15-08-2024,Central,No,,,35.04,3.81,8.45,53,Female,5,,August,2024,3,Profit,0.2
O113161,C12249,P226954,Fashion,27.04,0.05,2,Debit Card,05-05-2025,08-05-2025,North,No,,,51.38,5.53,12.45,64,Female,3,,May,2025,2,Profit,0.23
O113173,C13247,P231683,Grocery,1.24,0.05,1,Wallet,14-06-2025,17-06-2025,North,No,,,1.18,0,0.09,23,Male,3,,June,2025,2,Profit,0.23
O113223,C13420,P242589,Electronics,139.18,0.1,1,Credit Card,01-12-2023,04-12-2023,North,No,,,125.26,5.54,9.49,41,Female,3,,December,2023,4,Profit,0.28
O113226,C12211,P208995,Fashion,7.93,0.3,2,Credit Card,14-01-2024,18-01-2024,North,No,,,11.1,3.52,0.36,29,Female,4,,January,2024,1,Profit,0.24
O113248,C16782,P245799,Fashion,63.69,0,1,Debit Card,24-03-2024,31-03-2024,South,Yes,18-04-2024,Defective,63.69,7.86,14.43,54,Female,7,18,March,2024,1,Profit,0.255
O113260,C16331,P245534,Fashion,54.93,0.05,1,Credit Card,17-08-2025,20-08-2025,North,No,,,52.18,5.99,12.27,39,Female,3,,August,2025,3,Profit,0.205
O113280,C14687,P213146,Electronics,111.09,0,1,Credit Card,30-10-2023,02-11-2023,North,No,,,111.09,8.45,4.88,52,Female,3,,October,2023,4,Profit,0.235
O113286,C15615,P220866,Grocery,4.18,0,1,Debit Card,24-06-2025,29-06-2025,East,No,,,4.18,2.76,-2.43,18,Male,5,,June,2025,2,Loss,0.205
O113302,C11616,P246285,Fashion,46.43,0,1,Debit Card,15-04-2025,22-04-2025,East,No,,,46.43,4.02,12.23,58,Other,7,,April,2025,2,Profit,0.19
O113307,C10916,P237985,Electronics,2211.69,0,2,Credit Card,18-08-2025,22-08-2025,North,Yes,20-09-2025,Not as described,4423.38,12.66,518.15,64,Female,4,29,August,2025,3,Profit,0.205
O113316,C13091,P242905,Fashion,15.68,0,1,Debit Card,10-06-2024,18-06-2024,North,No,,,15.68,3.92,1.57,27,Female,8,,June,2024,2,Profit,0.31
O113325,C10792,P240300,Fashion,7.18,0,2,Debit Card,08-10-2023,11-10-2023,North,No,,,14.36,4.33,0.7,56,Male,3,,October,2023,4,Profit,0.195
O113337,C11777,P235763,Fashion,84.05,0,1,Debit Card,19-02-2025,23-02-2025,South,No,,,84.05,6.21,23.21,68,Female,4,,February,2025,1,Profit,0.255
O113344,C13787,P229836,Home,11,0,1,Debit Card,30-03-2024,03-04-2024,North,No,,,11,1.32,1.76,66,Female,4,,March,2024,1,Profit,0.205
O113357,C15444,P203424,Fashion,48.69,0.05,3,Debit Card,02-11-2023,06-11-2023,Central,No,,,138.77,9.26,39.31,59,Female,4,,November,2023,4,Profit,0.205
O113373,C11377,P246474,Electronics,168.59,0,1,Credit Card,09-04-2024,13-04-2024,North,No,,,168.59,6.23,14,63,Female,4,,April,2024,2,Profit,0.285
O113447,C12024,P215085,Beauty,31.44,0,1,Credit Card,25-05-2024,29-05-2024,North,No,,,31.44,4.4,9.75,45,Female,4,,May,2024,2,Profit,0.195
O113449,C12486,P220845,Fashion,14.41,0,1,UPI,18-12-2023,24-12-2023,North,No,,,14.41,4.54,0.5,23,Other,6,,December,2023,4,Profit,0.21
O113458,C14491,P211000,Fashion,102.16,0.15,2,Debit Card,04-07-2024,10-07-2024,South,No,,,173.67,6.39,54.39,19,Female,6,,July,2024,3,Profit,0.215
O113496,C17056,P215344,Fashion,17.63,0,1,Debit Card,02-12-2023,08-12-2023,West,No,,,17.63,4.02,2.15,39,Female,6,,December,2023,4,Profit,0.225
O113523,C11775,P226376,Fashion,12.25,0,1,Debit Card,01-07-2024,06-07-2024,South,No,,,12.25,5.27,-0.98,39,Other,5,,July,2024,3,Loss,0.19
O113532,C13144,P248637,Grocery,9.43,0.15,1,Debit Card,13-03-2024,17-03-2024,Central,No,,,8.02,2.42,-1.78,19,Male,4,,March,2024,1,Loss,0.19
O113539,C13685,P247733,Fashion,32.45,0,1,Debit Card,16-02-2024,20-02-2024,North,No,,,32.45,5.03,6.33,52,Female,4,,February,2024,1,Profit,0.21
O113573,C12700,P222557,Fashion,69.56,0.05,4,COD,04-10-2023,09-10-2023,North,No,,,264.33,6.93,85.59,55,Female,5,,October,2023,4,Profit,0.255
O113605,C15646,P218869,Fashion,5.36,0,1,Credit Card,09-12-2024,13-12-2024,Central,No,,,5.36,2.38,-0.5,32,Female,4,,December,2024,4,Loss,0.19
O113631,C16878,P221556,Fashion,20.27,0,1,Debit Card,01-10-2024,07-10-2024,East,No,,,20.27,2.53,4.56,31,Female,6,,October,2024,4,Profit,0.2
O113636,C17255,P200723,Toys,15.24,0,1,Credit Card,19-07-2024,24-07-2024,North,No,,,15.24,4.36,1.74,19,Female,5,,July,2024,3,Profit,0.2
O113680,C14890,P217993,Fashion,7.96,0,3,Debit Card,18-12-2023,22-12-2023,North,No,,,23.88,5.75,2.61,53,Female,4,,December,2023,4,Profit,0.29
O113687,C14471,P234904,Fashion,44.57,0,1,Credit Card,21-03-2025,24-03-2025,North,No,,,44.57,8.01,7.59,39,Female,3,,March,2025,1,Profit,0.21
O113690,C11506,P234821,Fashion,8.54,0,2,Wallet,10-06-2024,15-06-2024,South,No,,,17.08,4.03,1.95,19,Female,5,,June,2024,2,Profit,0.19
O113692,C12916,P246000,Electronics,459.65,0.15,1,Credit Card,27-03-2025,01-04-2025,North,No,,,390.7,10.34,36.54,44,Female,5,,March,2025,1,Profit,0.28
O113699,C14424,P243179,Fashion,44.81,0.15,3,Debit Card,29-10-2024,02-11-2024,North,No,,,114.27,6.25,33.74,38,Male,4,,October,2024,4,Profit,0.195
O113746,C16507,P244566,Fashion,36.22,0.2,2,Debit Card,14-01-2024,19-01-2024,South,No,,,57.95,5.62,14.66,62,Female,5,,January,2024,1,Profit,0.215
O113751,C15611,P240708,Fashion,31.02,0.05,4,Debit Card,18-11-2024,21-11-2024,Central,No,,,117.88,7.28,33.98,24,Other,3,,November,2024,4,Profit,0.27
O113757,C10267,P211169,Fashion,90.12,0.15,1,Credit Card,07-04-2025,13-04-2025,North,No,,,76.6,5.31,21.5,38,Female,6,,April,2025,2,Profit,0.205
O113784,C14616,P211822,Electronics,356.08,0.1,1,Credit Card,02-03-2024,05-03-2024,North,No,,,320.47,7.4,31.06,58,Female,3,,March,2024,1,Profit,0.28
O113806,C15302,P221767,Fashion,10.21,0.05,1,Credit Card,19-08-2024,22-08-2024,North,No,,,9.7,3.64,-0.25,49,Male,3,,August,2024,3,Loss,0.225
O113827,C12431,P227644,Sports,351.18,0.05,1,Credit Card,30-06-2025,04-07-2025,North,No,,,333.62,7.18,92.91,32,Female,4,,June,2025,2,Profit,0.19
O113903,C14196,P227987,Fashion,14.29,0.05,1,COD,24-08-2025,01-09-2025,North,Yes,12-09-2025,Slow delivery,13.58,3.75,1,69,Male,8,11,August,2025,3,Profit,0.2
O113906,C16979,P235144,Electronics,71.39,0.1,1,COD,31-03-2024,06-04-2024,East,No,,,64.25,6.32,1.39,25,Male,6,,March,2024,1,Profit,0.235
O113929,C14664,P220893,Fashion,8.55,0.05,1,COD,09-05-2024,15-05-2024,East,No,,,8.12,3.38,-0.54,51,Female,6,,May,2024,2,Loss,0.2
O113936,C17769,P205679,Fashion,24.57,0.05,1,Debit Card,09-08-2025,14-08-2025,Central,No,,,23.34,5.77,2.4,51,Female,5,,August,2025,3,Profit,0.285
O113982,C16734,P222821,Sports,64.54,0,1,Credit Card,03-02-2025,06-02-2025,North,No,,,64.54,6.63,12.73,59,Female,3,,February,2025,1,Profit,0.195
O114008,C11613,P210429,Fashion,6.07,0,1,Credit Card,26-07-2024,29-07-2024,North,No,,,6.07,2.31,-0.19,59,Female,3,,July,2024,3,Loss,0.24
O114030,C16499,P208467,Electronics,264.39,0,1,Credit Card,31-05-2024,04-06-2024,North,No,,,264.39,8.23,23.5,32,Female,4,,May,2024,2,Profit,0.285
O114045,C13182,P243332,Fashion,45.87,0.05,4,UPI,22-02-2025,26-02-2025,North,No,,,174.31,7.35,53.66,44,Female,4,,February,2025,1,Profit,0.255
O114073,C14663,P233110,Fashion,55.5,0,1,Debit Card,12-01-2025,17-01-2025,North,No,,,55.5,4.33,15.09,63,Female,5,,January,2025,1,Profit,0.22
O114084,C11284,P208259,Fashion,36.56,0,1,Debit Card,20-11-2023,24-11-2023,North,No,,,36.56,4.49,8.31,50,Female,4,,November,2023,4,Profit,0.22
O114086,C15854,P229729,Fashion,46.68,0,1,Credit Card,04-01-2024,08-01-2024,North,No,,,46.68,7.26,9.08,53,Female,4,,January,2024,1,Profit,0.21
O114099,C10295,P218922,Fashion,11.42,0,1,COD,10-12-2024,13-12-2024,North,No,,,11.42,2.06,1.94,20,Female,3,,December,2024,4,Profit,0.21
O114113,C10760,P246517,Beauty,9.43,0,1,Credit Card,20-11-2024,24-11-2024,North,No,,,9.43,4.31,-0.07,27,Female,4,,November,2024,4,Loss,0.2
O114115,C13693,P214423,Beauty,9.26,0,1,Debit Card,13-10-2024,19-10-2024,East,No,,,9.26,5.37,-1.2,58,Male,6,,October,2024,4,Loss,0.195
O114123,C15340,P224810,Fashion,40.56,0,1,Debit Card,17-02-2025,23-02-2025,South,No,,,40.56,4.63,9.57,63,Female,6,,February,2025,1,Profit,0.25
O114145,C12933,P245267,Home,91.05,0,3,Credit Card,28-01-2024,03-02-2024,South,No,,,273.15,9.92,66.56,43,Female,6,,January,2024,1,Profit,0.225
O114150,C15121,P238310,Grocery,2.22,0.15,5,Debit Card,12-04-2024,17-04-2024,Central,No,,,9.44,5.28,-4.52,61,Male,5,,April,2024,2,Loss,0.2
O114172,C17928,P220840,Fashion,6.29,0,1,UPI,12-07-2025,17-07-2025,North,No,,,6.29,2.16,0.04,38,Female,5,,July,2025,3,Profit,0.205
O114238,C16500,P236788,Fashion,37.97,0.2,5,Debit Card,11-01-2025,18-01-2025,East,No,,,151.88,7.86,45.3,42,Female,7,,January,2025,1,Profit,0.205
O114250,C16411,P249410,Electronics,217.31,0.05,1,Credit Card,28-11-2024,01-12-2024,North,No,,,206.44,8.23,16.54,56,Female,3,,November,2024,4,Profit,0.28
O114253,C12047,P230189,Fashion,16.52,0.05,1,Wallet,21-09-2024,24-09-2024,Central,No,,,15.69,3.34,2.15,26,Female,3,,September,2024,3,Profit,0.215
O114266,C12460,P222727,Fashion,19.48,0.1,1,COD,01-11-2023,06-11-2023,South,Yes,29-11-2023,No longer needed,17.53,3.76,2.38,55,Female,5,23,November,2023,4,Profit,0.19
O114270,C11975,P207675,Toys,4.28,0.1,3,Debit Card,06-02-2025,11-02-2025,Central,No,,,11.56,6.06,-1.44,18,Male,5,,February,2025,1,Loss,0.22
O114290,C10045,P232266,Fashion,18.44,0,1,Debit Card,06-12-2024,11-12-2024,Central,No,,,18.44,5.8,0.65,21,Female,5,,December,2024,4,Profit,0.26
O114294,C14943,P206176,Fashion,6.74,0,1,COD,03-02-2024,07-02-2024,North,No,,,6.74,2.48,-0.12,55,Male,4,,February,2024,1,Loss,0.22
O114308,C13159,P206833,Fashion,29.71,0.05,1,Debit Card,11-01-2025,16-01-2025,South,No,,,28.22,6.09,3.79,59,Female,5,,January,2025,1,Profit,0.245
O114314,C14696,P229860,Grocery,58.45,0,1,Credit Card,06-09-2024,12-09-2024,North,No,,,58.45,4.83,-0.15,24,Female,6,,September,2024,3,Loss,0.205
O114319,C13890,P225379,Sports,23.21,0.1,1,Debit Card,15-08-2024,23-08-2024,East,Yes,31-08-2024,Defective,20.89,7.56,-1.29,55,Male,8,8,August,2024,3,Loss,0.2
O114338,C17508,P240851,Fashion,22.1,0.05,1,Credit Card,05-06-2025,08-06-2025,North,No,,,21,4.28,3.07,57,Male,3,,June,2025,2,Profit,0.205
O114348,C17882,P248194,Electronics,207.5,0.05,1,Credit Card,13-11-2023,18-11-2023,North,No,,,197.12,7.2,16.45,65,Female,5,,November,2023,4,Profit,0.28
O114370,C16957,P203314,Beauty,10.47,0,1,Credit Card,26-04-2024,29-04-2024,North,No,,,10.47,3.79,0.92,33,Female,3,,April,2024,2,Profit,0.22
O114371,C11648,P246185,Fashion,57.73,0,2,Debit Card,11-11-2024,16-11-2024,South,No,,,115.46,5.23,35.18,39,Female,5,,November,2024,4,Profit,0.225
O114411,C15546,P234314,Fashion,14.57,0.1,3,Debit Card,16-06-2024,23-06-2024,South,No,,,39.34,4.84,8.93,68,Female,7,,June,2024,2,Profit,0.225
O114432,C12646,P210748,Electronics,94.03,0.2,1,PayPal,30-10-2023,03-11-2023,North,No,,,75.22,7.76,1.27,19,Male,4,,October,2023,4,Profit,0.195
O114438,C13872,P201474,Fashion,6.79,0.1,4,COD,07-07-2024,11-07-2024,North,No,,,24.44,6.09,2.46,33,Male,4,,July,2024,3,Profit,0.27
O114441,C17690,P222861,Grocery,10.05,0.05,1,Debit Card,10-02-2025,16-02-2025,West,No,,,9.55,2.86,-2.1,38,Male,6,,February,2025,1,Loss,0.19
O114445,C12438,P244119,Fashion,17.94,0.1,1,Debit Card,04-02-2024,12-02-2024,East,No,,,16.15,5.49,0.16,42,Female,8,,February,2024,1,Profit,0.23
O114461,C17641,P228606,Fashion,45.2,0,1,Debit Card,16-08-2025,21-08-2025,East,No,,,45.2,4.79,11.03,59,Other,5,,August,2025,3,Profit,0.19
O114462,C12181,P201212,Fashion,45.44,0.05,2,Debit Card,16-02-2025,21-02-2025,South,No,,,86.34,5.16,25.06,61,Female,5,,February,2025,1,Profit,0.215
O114474,C10964,P222669,Fashion,15.11,0,1,PayPal,04-01-2025,07-01-2025,Central,No,,,15.11,3.26,2.03,20,Female,3,,January,2025,1,Profit,0.22
O114480,C14921,P223154,Home,93.76,0.05,4,Credit Card,04-10-2024,09-10-2024,South,No,,,356.29,9.75,90.01,49,Female,5,,October,2024,4,Profit,0.2
O114487,C16083,P247769,Home,36.67,0.05,3,Credit Card,20-09-2024,24-09-2024,South,No,,,104.51,4.42,24.84,51,Female,4,,September,2024,3,Profit,0.21
O114507,C13139,P217803,Fashion,10.97,0,4,Credit Card,27-07-2025,01-08-2025,North,Yes,20-08-2025,No longer needed,43.88,6.39,8.97,35,Male,5,19,July,2025,3,Profit,0.225
O114529,C12233,P214256,Toys,16.3,0,1,Credit Card,06-08-2025,09-08-2025,North,No,,,16.3,4.57,1.95,31,Female,3,,August,2025,3,Profit,0.21
O114548,C15901,P227061,Electronics,449.14,0,1,Credit Card,21-03-2024,25-03-2024,North,No,,,449.14,8.56,45.34,27,Female,4,,March,2024,1,Profit,0.285
O114556,C17400,P214172,Fashion,78.89,0.05,1,Debit Card,28-01-2025,01-02-2025,Central,No,,,74.95,5.44,20.79,22,Other,4,,January,2025,1,Profit,0.235
O114591,C13936,P217258,Fashion,9.35,0.05,1,Credit Card,06-09-2025,10-09-2025,North,Yes,05-10-2025,Missing/Wrong item,8.88,3.53,-0.42,58,Male,4,25,September,2025,3,Loss,0.21
O114621,C13770,P234233,Fashion,81.94,0,1,Debit Card,14-08-2024,21-08-2024,Central,No,,,81.94,6.78,21.9,25,Female,7,,August,2024,3,Profit,0.23
O114633,C13041,P234988,Fashion,18.03,0,1,PayPal,12-08-2024,15-08-2024,North,No,,,18.03,4.74,1.57,30,Female,3,,August,2024,3,Profit,0.25
